step,origin,lead_time,date,actual,predicted
0,2022-12-13,1,2022-12-14,89.92182688923423,88.82677374945746
0,2022-12-13,2,2022-12-15,90.44565783986201,88.91463809543185
0,2022-12-13,3,2022-12-16,88.24514163066125,89.02243041992188
0,2022-12-13,4,2022-12-19,89.40340424391165,89.25866614447699
0,2022-12-13,5,2022-12-20,89.1932594757313,89.45471445719402
0,2022-12-13,6,2022-12-21,88.10650745630535,89.48269653320312
0,2022-12-13,7,2022-12-22,88.82851375763865,89.514890882704
0,2022-12-13,8,2022-12-23,89.49894571858906,89.60029856363933
0,2022-12-13,9,2022-12-26,88.55204285485492,89.63498942057292
0,2022-12-13,10,2022-12-27,91.1089972931938,89.66125912136502
0,2022-12-13,11,2022-12-28,89.97202617140132,89.77506340874567
0,2022-12-13,12,2022-12-29,88.29963396194616,89.90472157796223
0,2022-12-13,13,2022-12-30,87.19387660325128,89.93713717990451
0,2022-12-13,14,2023-01-02,88.65077307646345,89.97875044080946
0,2022-12-13,15,2023-01-03,88.49860532102369,89.95580546061198
0,2022-12-13,16,2023-01-04,88.1377707332922,89.92810482449002
0,2022-12-13,17,2023-01-05,88.0743401927226,89.9450929429796
0,2022-12-13,18,2023-01-06,87.46396172720276,89.94361538357205
0,2022-12-13,19,2023-01-09,86.74747642233046,89.96092987060547
0,2022-12-13,20,2023-01-10,86.06764724411087,90.06221432156033
1,2023-01-10,1,2023-01-11,86.72469380439664,85.93870713975694
1,2023-01-10,2,2023-01-12,87.68207269401421,85.71348741319444
1,2023-01-10,3,2023-01-13,86.55189276274517,85.52524651421442
1,2023-01-10,4,2023-01-16,86.70421067128362,85.33304511176215
1,2023-01-10,5,2023-01-17,87.39390238531517,85.02200571695964
1,2023-01-10,6,2023-01-18,86.20227568208611,84.70343865288629
1,2023-01-10,7,2023-01-19,85.57874973950318,84.42928738064236
1,2023-01-10,8,2023-01-20,84.40894396516586,84.30703226725261
1,2023-01-10,9,2023-01-23,82.9757208340817,84.09778086344402
1,2023-01-10,10,2023-01-24,82.92529155118096,83.87831200493707
1,2023-01-10,11,2023-01-25,82.02715011560338,83.80379231770833
1,2023-01-10,12,2023-01-26,82.48695816623164,83.8052715725369
1,2023-01-10,13,2023-01-27,82.27733144420522,83.65160793728299
1,2023-01-10,14,2023-01-30,82.50132065725398,83.61890580919054
1,2023-01-10,15,2023-01-31,82.01243775684728,83.61263020833333
1,2023-01-10,16,2023-02-01,81.17336993842304,83.67046780056424
1,2023-01-10,17,2023-02-02,80.87166598924439,83.5993169148763
1,2023-01-10,18,2023-02-03,80.64920613379171,83.59537421332465
1,2023-01-10,19,2023-02-06,79.71999754905485,83.52747853597005
1,2023-01-10,20,2023-02-07,79.91790881530609,83.47899458143446
2,2023-02-07,1,2023-02-08,80.43105997516072,79.09378306070964
2,2023-02-07,2,2023-02-09,80.35152296477206,78.50669182671442
2,2023-02-07,3,2023-02-10,81.82381204349556,78.23458692762587
2,2023-02-07,4,2023-02-13,80.94729200891739,78.49431864420573
2,2023-02-07,5,2023-02-14,81.22133851243684,79.01655917697482
2,2023-02-07,6,2023-02-15,80.56430115385803,79.23665110270183
2,2023-02-07,7,2023-02-16,80.549496083197,79.37890201144748
2,2023-02-07,8,2023-02-17,79.46960360952495,79.68660905626085
2,2023-02-07,9,2023-02-20,80.33490002071345,79.98544057210286
2,2023-02-07,10,2023-02-21,80.26183456551614,80.05045064290364
2,2023-02-07,11,2023-02-22,81.20635589553726,80.10293833414714
2,2023-02-07,12,2023-02-23,79.69451951947605,80.126466539171
2,2023-02-07,13,2023-02-24,78.95786010537117,80.00764041476779
2,2023-02-07,14,2023-02-27,77.82535442840762,80.2498533460829
2,2023-02-07,15,2023-02-28,77.05727673938262,80.62181939019098
2,2023-02-07,16,2023-03-01,76.13292548799751,80.86549801296658
2,2023-02-07,17,2023-03-02,75.78561650224196,81.11292945014105
2,2023-02-07,18,2023-03-03,75.54714161180702,81.19359673394098
2,2023-02-07,19,2023-03-06,75.29102225931815,81.12885199652777
2,2023-02-07,20,2023-03-07,74.52699488110835,80.90860748291016
3,2023-03-07,1,2023-03-08,74.51306868756866,74.34562598334418
3,2023-03-07,2,2023-03-09,75.19498821850759,74.10339779324002
3,2023-03-07,3,2023-03-10,74.10715623379964,73.8280758327908
3,2023-03-07,4,2023-03-13,73.9310917803664,73.49672359890408
3,2023-03-07,5,2023-03-14,73.68911344357987,73.33862982855902
3,2023-03-07,6,2023-03-15,73.99902594219209,73.13772413465712
3,2023-03-07,7,2023-03-16,73.7865865566298,72.98202006022136
3,2023-03-07,8,2023-03-17,73.63257366169188,72.8340572781033
3,2023-03-07,9,2023-03-20,72.51370829574452,72.72855038113065
3,2023-03-07,10,2023-03-21,72.41854041612677,72.54221683078342
